idx,brand_name,cos_name,cos_img_src,grade,grade_count,price,vol,ranking,description,category,category_2
248,아를린,CC크림 [SPF37/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171010/1507596078129.png?w=456,4.6,5,39000,30ml,CC크림 9위 아를린 1위,"모이스처라이징, 커버링, 트리플 스킨케어 3가지를 최적 배합 맑고 투명한 피부를 표현해주는 차별화된 아를린 CC  - 풍부한 수분공급 - 자연스러운 커버링 - 트리플 스킨케어, 화이트닝",페이스메이크업,CC크림
249,아티스트리,아이디얼 래디언스 일루미네이팅 CC크림 [SPF50/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160927/1474958065915.jpg?w=456,3.89,9,55000,30ml,CC크림 10위 아티스트리 33위,아이디얼 래디언스 일루미네이팅 CC크림은 진주알 속 극소량의 유효 성분만을 농축한 진주프로틴과 함께 타고난 피부보다 한 단계 더 화사하게 빛나는 고른 피부를 선사,페이스메이크업,CC크림
250,키초,새싹 씨씨크림 [SPF30/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20140708/1404891716678.jpg?w=456,4.2,5,29000,35ml,CC크림 11위 키초 3위,"우수한 밀착력, 촉촉한 발림성의 씨씨크림  - 피부결을 자연스럽게 정돈하고 결점 커버 - 바르는 순간 느껴지는 풍부한 수분감 - 답답함 없이 피부 속까지 촉촉함 전달",페이스메이크업,CC크림
251,슈에무라,포어레이저 CC 무스 [SPF35/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200729/1596011291300.PNG?w=456,3.46,65,50000,50ml,CC크림 12위 슈에무라 60위,"공기처럼 가볍게! 결점 없는 청순 톤-업 피부의 완성  - 모공을 커버하여 매끈한 피부결 연출 - 붉은 피부는 물론, 칙칙하고 얼룩덜룩한 피부 안색까지 맑고 화사하게 톤 업 - 가볍고 얇은 무스 입자가 피부에 착 붙어 과도한 피지를 조절하여 다크닝 없이 메이크업 유지",페이스메이크업,CC크림
252,네이처리퍼블릭,네이처 오리진 씨씨 브라이트닝 [SPF30/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190329/1553826278986.png?w=456,3.47,15,14000,45g,CC크림 13위 네이처리퍼블릭 311위,"칙칙하고 잡티 피부에 화사하고 광채나는 피부 표현을 도와주며, 촉촉하고 맑고 투명한 광채 피부로 케어  - 미백, 주름개선, 자외선차단 삼중 기능성",페이스메이크업,CC크림
253,팜스테이,세라마이드 퍼밍 페이셜 씨씨크림 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200807/1596783763780.png?w=456,4.0,3,25000,50g,CC크림 14위 팜스테이 1위,"자외선 차단 기능은 기본! 미백, 주름 개선 기능까지 갖춘 씨씨크림",페이스메이크업,CC크림
254,어글리덕,워터칩 CC,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180416/1523856411343.png?w=456,4.5,2,24200,30g,CC크림 15위 이레프 어글리덕 2위,컬러 물방울 베이스 CC 크림으로 완벽한 커버력과 수분감이 좋은 제품,페이스메이크업,CC크림
255,스가오,에어핏 CC크림 스무스,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180716/1531706095705.png?w=456,3.75,4,가격미정,36g,CC크림 16위 스가오 2위,새로운 감각의 수플레 파운데이션으로 호평을 받은 에어핏 CC크림 스무스 타입,페이스메이크업,CC크림
256,스킨덤,럭셔리 셀 펩타이드 CC크림 [SPF26/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200804/1596519058085.jpg?w=456,4.0,2,가격미정,60ml,CC크림 17위 스킨덤 1위,피부결점을 완벽하게 보완하면서 1분 안에 끝내는 초스피드 완벽 메이크업  - 히아루론산의 보습 작용 - 피부 재생 활성 성분 펩타이드 함유 - 미네랄 색소들이 피부톤을 고르게 정돈,페이스메이크업,CC크림
257,베리썸,샤이닝 CC 크림 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200729/1596015185406.png?w=456,4.0,2,18000,50ml,CC크림 18위 베리썸 18위,"매일매일 자연스럽게 밝아지는 민낯 피부, 자연스러운 피부톤 정리로 쌩얼 메이크업 완성",페이스메이크업,CC크림
258,더샘,에코 소울 톤업 씨씨,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200804/1596522245493.jpg?w=456,3.4,30,13000,35g,CC크림 19위 더샘 424위,화사하고 맑은 피부톤으로 보정해주어 자연스럽고 생기있는 피부를 연출해 주는 씨씨  - 맑고 자연스러운 톤보정 - 수분 텍스처가 촉촉하게  - 메이크업 베이스 기능,페이스메이크업,CC크림
259,어반디케이,올나이터 엑스트라 글로우 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/1b4/1b4bc840-18a0-11ef-9735-5150c81b54e8.jpeg?w=456,4.48,100,46000,118ml,메이크업픽서 1위 어반디케이 4위,고정력은 그대로 자연스러운 #광채픽서,페이스메이크업,메이크업픽서
260,바닐라코,프라임 프라이머 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/8b0/8b0bb6d0-e346-11ed-85e0-33d3806faedd.jpeg?w=456,4.67,58,20000,100ml,메이크업픽서 2위 바닐라코 8위,피부보정 노하우를 그대로 담은 24시간 메이크업 철벽 잠금 픽서  - 미세 픽싱 폴리머가 번짐 없이 메이크업 고정 - 메이크업 무너짐 걱정 없는 스웨트 프루프 효과 - 섬세한 안개 분사로 빈틈없이 가볍게 피부에 안착,페이스메이크업,메이크업픽서
261,어반디케이,올 나이터 메이크업 세팅 스프레이,https://dn5hzapyfrpio.cloudfront.net/product/624/624f82e0-bb83-11eb-bf0d-a365da209b8b.jpeg?w=456,4.19,2377,45000,118ml,메이크업픽서 3위 어반디케이 8위,"* 본 제품은 리뉴얼된 제품입니다.  하루종일 무너짐없이 처음 메이크업 그대로, Bestseller 메이크업 세팅 픽서",페이스메이크업,메이크업픽서
262,쏘내추럴,리얼 매트 메이크업 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200421/1587453331225.jpg?w=456,4.12,203,19000,75ml,메이크업픽서 4위 쏘내추럴 1위,뽀송함을 살리고 고정력도 높이는 개기름 피부를 위한 철벽 코팅  - 뽀송뽀송 피부 표현 - 파워 지성을 위한 완벽 고정 파워 픽서 - 향기로운 파우더향,페이스메이크업,메이크업픽서
263,쏘내추럴,올데이 타이트 메이크업 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/0a7/0a7fe6a0-ba01-11eb-9746-09d2a3ce6d7e.jpeg?w=456,3.97,2573,18000,75ml,메이크업픽서 5위 쏘내추럴 2위,갓 화장한 듯 갓벽 고정 픽서  - 미세하게 고운 안개 분사로 메이크업 밀착 고정 - 답답함 없이 가볍게 하루 종일 탄탄한 픽싱 - 첫 메이크업 완벽 지속!,페이스메이크업,메이크업픽서
264,투쿨포스쿨,피니쉬 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/05f/05fa1e70-c9ba-11eb-bcd6-fd73f32f9ef0.jpeg?w=456,3.98,93,16000,80ml,메이크업픽서 6위 투쿨포스쿨 20위,묻어남 없이 밀착 고정해주는 마스크 속 숨쉬는 착한 픽서  - 수분코팅막으로 메이크업을 탄탄하게 고정 - 답답함 없이 피부가 숨쉬는 브리딩 매트 핏 - 식물성 픽싱에센스로 습하고 건조한 마스크존 진정 케어,페이스메이크업,메이크업픽서
265,헤라,메이크업 픽서,https://dn5hzapyfrpio.cloudfront.net/product/8ca/8cafdf00-41cd-11ec-a3f0-f323f8435c31.jpeg?w=456,3.9,865,32000,110ml,메이크업픽서 7위 헤라 23위,자석처럼 밀착되어 메이크업을 견고하게 고정하고 건강한 윤기를 부여하는 픽서  - 스킨케어 단계에서 사용하면 건강한 윤기 부여 - 메이크업 밀착력이 높아져 화장이 잘 받는 피부 베이스 완성 - 안개처럼 분사되어 수분 공급,페이스메이크업,메이크업픽서
266,투쿨포스쿨,퍼펙트데이 메이크업 픽서,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20151223/1450849437834.jpg?w=456,3.76,1189,12000,50ml,메이크업픽서 8위 투쿨포스쿨 35위,메이크업 지속과 수분감 부여 수분 피니셔  - 땀과 피지에 강해 우수한 메이크업 고정력 - 안개처럼 미세하게 피부에 고루 분사 - 가벼운 수분감으로 유분 걱정 없는 마무리감,페이스메이크업,메이크업픽서
267,자트인사이트,울트라 세팅 진짜 픽서,https://dn5hzapyfrpio.cloudfront.net/product/a71/a7139bc0-c1df-11eb-8c6c-5f36c58efa8e.jpeg?w=456,3.82,386,17000,50ml,메이크업픽서 9위 자트인사이트 4위,"뿌려주기만 하면 24시간 강력 고정 레전드 픽서  - 묻어나지 않는 아름다움을 온종일 유지 - 워터프루프, 마스크푸르프 울트라 픽서 - 햇빛 쨍쨍 다가오는 무더운 여름날 내 메이크업을 지키는 필수템",페이스메이크업,메이크업픽서
268,루나,롱래스팅 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/5dc/5dc77600-f658-11eb-ac38-adbd80e2789c.jpeg?w=456,4.07,45,18000,100ml,메이크업픽서 10위 루나 18위,"강력한 고정력으로 베이스 메이크업을 탄탄하게 픽싱해주는 메이크업 픽서  - 투명 워터타입으로 미세 안개 분사가 피부에 부드럽게 밀착 - 2가지 파우더(피지+보습파우더)로 피지는 흡착, 메이크업은 미세하게 밀착 - 진정 특허성분 & 콤플렉스가 외부환경과 메이크업으로 민감해진 피부 보호",페이스메이크업,메이크업픽서
269,뷰티,탑 시크릿 메이크업 세팅 스프레이,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180601/1527816548801.png?w=456,4.18,39,60000,100ml,메이크업픽서 11위 입생로랑 뷰티 28위,"안개처럼 섬세하게 분사되는 미스트가 피부 결을 촉촉하게 정돈해 파운데이션을 고르게 밀착시키고, 하루 종일 촉촉한 윤기와 함께 베이스 메이크업을 오래도록 고정해주는 메이크업 세팅 스프레이",페이스메이크업,메이크업픽서
270,쏘내추럴,비건 메이크업 캄 픽서,https://dn5hzapyfrpio.cloudfront.net/product/471/471f9010-4369-11eb-876d-4778f41de839.jpeg?w=456,4.31,29,22000,100ml,메이크업픽서 12위 쏘내추럴 5위,피부 진정케어와 메이크업 고정을 동시에 선사하는 비건 픽서,페이스메이크업,메이크업픽서
271,미샤,픽스 미 메이크업 픽서,https://dn5hzapyfrpio.cloudfront.net/product/9bb/9bbf49c0-1bc7-11ed-b1d9-a170b3d4cdf6.png?w=456,3.68,203,11000,50ml,메이크업픽서 13위 미샤 127위,뭉침없이 미세하게 분사되어 메이크업을 오랫동안 지속시켜주는 메이크업 픽서  - 메이크업 픽싱& 코팅 - 초미세 안개입자 - 속부터 수분충전,페이스메이크업,메이크업픽서
272,메이크업포에버,미스트 앤 픽스,https://dn5hzapyfrpio.cloudfront.net/product/e9e/e9eb1df0-d9a3-11ed-8748-13f230862156.jpeg?w=456,4.45,22,44000,100ml,메이크업픽서 14위 메이크업포에버 31위,* 본 제품은 리뉴얼된 제품입니다.  24시간 당김 없는 촉촉한 윤기 #강력세팅 #수분픽서  - 미세한 안개 분사가 선사하는 24시간 세팅 파워 - 메이크업 시작부터 마무리까지 모든 단계에 활용,페이스메이크업,메이크업픽서
273,어반디케이,올나이터 비타민C 픽서,https://dn5hzapyfrpio.cloudfront.net/product/b13/b1366610-e2d0-11ec-97e2-0d4345051945.jpeg?w=456,4.36,22,45000,118ml,메이크업픽서 15위 어반디케이 17위,비타민C의 촉촉함을 담은 완벽고정 픽서  - 오리지널의 고정력은 그대로 - 비타민C 유도체 & 선인장 추출물의 수분에너지 충전 효과 - 오렌지 느낌 물씬 기분 좋은 시트러스 향,페이스메이크업,메이크업픽서
274,로더,퍼펙팅 메이크업 미스트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160912/1473670619699.jpg?w=456,3.59,82,40000,116ml,메이크업픽서 16위 에스티 로더 47위,즉각적으로 수분과 윤기를 코팅해주는 메이크업 픽서 미스트,페이스메이크업,메이크업픽서
275,클리오,스테이 퍼펙트 메이크업 픽서,https://dn5hzapyfrpio.cloudfront.net/product/556/556e55b0-e22e-11ec-93c0-c5520d510275.jpeg?w=456,4.42,19,16000,100ml,메이크업픽서 17위 클리오 86위,안개 분사로 피부에 밀착되어 첫 메이크업을 오래도록 연출해 주는 픽서  - 필름 폴리머가 얇게 밀착되어 무너짐 걱정 없이 오래도록 지속 - 고르고 미세하게 분사되는 안개분사 타입으로 산뜻하게 지속 - 식물 유래 성분 함유로 메이크업 픽싱력은 유지한 채 피부에 수분감 부여,페이스메이크업,메이크업픽서
276,자트인사이트,쉴드업 페이스 픽서,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190502/1556781659509.png?w=456,4.28,18,18000,50ml,메이크업픽서 18위 자트인사이트 5위,- 보호막 형성 유해물질 방어 - 메이크업 지속 및 고정 - 겉은 뽀송하게 속은 촉촉하게 하는 메이크업 픽서,페이스메이크업,메이크업픽서
277,에스쁘아,프레쉬 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/39e/39eb49d0-df46-11ee-8344-71712bb4d672.jpeg?w=456,4.82,11,22000,100ml,메이크업픽서 19위 에스쁘아 53위,화장잠금 메이크업 고정 픽서  - 에어리 베일 시스템으로 가볍지만 강력한 화장잠금 효과 - 안개 분사 밀착 코팅 - 히알루론산 함유로 촉촉 충전,페이스메이크업,메이크업픽서
278,지베르니,밀착 세팅 픽서,https://dn5hzapyfrpio.cloudfront.net/product/e58/e58ca6d0-5ed4-11eb-8181-87288dbca692.jpeg?w=456,4.29,14,25000,100ml,메이크업픽서 20위 지베르니 10위,피부에 내추럴한 윤기를 코팅하여 메이킁버의 밀착력과 지속력을 높여주는 픽서  - 답답하고 번들번들한 오일이 아닌 은은한 자연광으로 피부결 코팅 - 균일한 입자가 살포시 밀착되어 메이크업 흐트러짐 없이 끝까지 픽싱 - 병풀파우더 함유로 마스크 속 피부 트러블 걱정 없이 편안하게 피부 진정,페이스메이크업,메이크업픽서
279,디올,어딕트 립스틱,https://dn5hzapyfrpio.cloudfront.net/product/ec6/ec65ebc0-e80f-11ee-b775-691784bd4850.jpeg?w=456,4.65,500,55000,3.2g,글로시립스틱 1위 디올 2위,* 본 제품은 리뉴얼된 제품입니다.  90% 자연 유래 성분으로 입술에 눈부신 광채와 선명한 컬러를 선사하는 디올의 새로운 샤인 아이콘  - 입술을 촉촉하게 가꿔주는 자스민 플로럴 왁스 성분 - 24시간 동안 지속되는 촉촉한 수분감 - 6시간 동안 유지되는 놀라운 샤인 효과  * 성분 정보는 디올 8 기준으로 등록되었습니다.,립메이크업,립스틱
280,케이트,립 몬스터,https://dn5hzapyfrpio.cloudfront.net/product/e18/e185dc10-9090-11ed-bfb0-83643a3aded8.jpeg?w=456,4.7,76,24000,3g,글로시립스틱 2위 케이트 1위,"물먹은 수채화 같은 맑고 고급스러운 발색, 끈적임 없이 촉촉함  - 여러번 덧발라도 끈적임 없이 맑고 맑고 고운 수채화 - 부드러운 질감의 레이어링 광택 - 끈적임 없이 촉촉한 광택 유지!   * 성분 정보는 01 클럼프 오브 디자이너 기준으로 등록되었습니다.",립메이크업,립스틱
281,디올,루즈 디올 [벨벳],https://dn5hzapyfrpio.cloudfront.net/product/09c/09c01d20-491c-11ec-b301-27e25ee241e1.jpeg?w=456,4.62,345,55000,3.5g,매트립스틱 1위 디올 3위,디올의 메이크업 아이콘 루즈 디올이 CD 이니셜의 시그니처 밴드가 장식되어 꾸뛰르 감성이 돋보이는 새로운 케이스로 탄생  - 자연에서 유래한 작약과 석류꽃 추출물로 이루어진 플로럴 립 케어 성분이 풍부하게 함유 - 입술에 오래도록 선명한 컬러와 화사한 광채를 선사 - 롱 웨어 립스틱이 16시간 동안 지속되는 편안함을 선사  * 성분 정보는 760 페이보릿 기준으로 등록되었습니다.,립메이크업,립스틱
282,헤라,센슈얼 파우더 매트 립스틱,https://dn5hzapyfrpio.cloudfront.net/product/d38/d3840bc0-22eb-11ef-b584-6f8229cc4f85.jpeg?w=456,4.59,210,45000,3g,매트립스틱 2위 헤라 2위,더 섬세하고 정교해진 예쁘고 오래 지속되는 컬러  - 편안한고 균일하게 컬러가 밀착 - 베일을 감는 듯 부드러운 발림성 - 바른 것 같지 않은 편안한 피팅감  * 성분 정보는 115호 노프라블럼 기준으로 등록되었습니다.,립메이크업,립스틱
283,뷰티,더 슬림 벨벳 래디컬,https://dn5hzapyfrpio.cloudfront.net/product/9eb/9eb16140-1ffb-11ec-bb21-b5f98300906a.jpeg?w=456,4.58,72,57000,2g,매트립스틱 3위 입생로랑 뷰티 2위,아이코닉 블랙 슬림 케이스와 꾸뛰르 벨벳을 입은 듯 부드러운 포뮬러가 선사하는 새로운 차원의 감각  - 입생로랑 르 스모킹 룩에서 영감 받은 아이코닉 블랙 슬림 케이스 - 부드럽고 편안한 감각이 하루종일 지속되는 럭셔리 벨벳 매트 포뮬러 - 최적의 피그먼트 비율이 구현하는 보이는 그대로의 트루 컬러,립메이크업,립스틱
