idx,brand_name,cos_name,cos_img_src,grade,grade_count,price,vol,ranking,description,category,category_2
196,웨이크메이크,디파이닝 커버 컨실러 22AD,https://dn5hzapyfrpio.cloudfront.net/product/e0f/e0f95740-58dc-11ed-9ff5-57ec942efd03.jpeg?w=456,4.5,60,14000,6g,리퀴드컨실러 10위 웨이크메이크 18위,"커버력과 지속력을 모두 갖춘 만능 컨실러  - 작은 점과 스팟, 흔적 등 섬세한 커버 - 끈적임 없이 완벽한 피팅력&지속력 - 티트리 추출물 함유로 피부에 편안한 사용",페이스메이크업,컨실러
197,루나,소프트 포뮬라 펜슬 [컨실러],https://dn5hzapyfrpio.cloudfront.net/product/f45/f456d4a0-2bbc-11ec-ac23-090096a71ac1.jpeg?w=456,4.28,107,15000,1.9g,스틱컨실러 2위 루나 7위,기준 좋은 터치감과 함께 작은 점부터 세밀한 라인까지 메이크업에 디테일을 더하는 드로잉 펜슬  * 성분 정보는 크림 기준으로 등록되었습니다.,페이스메이크업,컨실러
198,맥,스튜디오 컨실러 앤 코렉트 팔레트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20161012/1476263558340.jpg?w=456,4.26,186,46000,6g,팟컨실러 8위 맥 25위,네 가지 라이트 쉐이드의 스튜디오 피니시 컨실러와 두 가지 피니쉬 코렉터로 구성된 6구 페이스 팔레트  * 성분 정보는 라이트(NC15) 기준으로 등록되었습니다.,페이스메이크업,컨실러
199,꾸셀,베이스 오리지널,https://dn5hzapyfrpio.cloudfront.net/product/5d8/5d831f40-ea58-11ee-8e34-7d8c340ec2e7.png?w=456,4.62,86,35000,50ml,메이크업베이스 1위 꾸셀 1위,피부에 생기를 더하고 모든 타입의 피부에 편안함과 고보습을 선사하는 베이스 오리지널,페이스메이크업,베이스/프라이머
200,VDL,톤 스테인 컬러 코렉팅 프라이머 [SPF20/PA++],https://dn5hzapyfrpio.cloudfront.net/product/3e9/3e9199f0-f86c-11ee-bb28-bffe00a8a70d.jpeg?w=456,4.51,219,26000,30ml,프라이머 1위 VDL 3위,"* 본 제품은 컬러 코렉팅 프라이머에서 리뉴얼된 제품입니다.  물들듯 가볍게 투명하고 청량한 유리구슬 피부 완성  - 기존 톤보정 효과는 그대로 얇고 촘촘한 발림성 UP! - 피부 고민에 맞는 최적의 포뮬러로 피부 컨디션 개선과 예쁜 결표현 - New 클리어 홋수 추가로 세미매트한 파운데이션, 쿠션과 찰떡 궁합  * 성분 정보는 03 세레니티 기준으로 등록되었습니다.",페이스메이크업,베이스/프라이머
201,자빈드서울,허깅 스킨 틴트 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/product/1df/1df1eb80-784e-11ee-b842-db65e1eeb438.jpeg?w=456,4.41,627,36000,55g,톤업베이스 1위 자빈드서울 4위,피부 결에 가볍게 핏팅되는 에어 라이트 피니쉬로 맑은 안색과 균일 한 피부 결을 연출해주는 허깅 스킨 틴트,페이스메이크업,베이스/프라이머
202,연작,스킨 퍼펙팅 프로텍티브 베이스프렙,https://dn5hzapyfrpio.cloudfront.net/product/218/21812d60-48e4-11ec-b0d2-15e412c670fc.jpeg?w=456,4.47,318,45000,40ml,메이크업베이스 2위 연작 1위,"피부결을 매끈하게 정돈하고 수분을 충족시켜 메이크업 제품의 발색력과 지속력을 높여 최적의 피부 바탕으로 만들어주는 베이스 프렙  - 홀 플랜트 이펙트를 담아 최적의 피부 바탕 준비 - 탁월한 밀착력과 지속력, 메이크업 퍼포먼스 - 외부 자극들로부터 피부 방어레이어 형성",페이스메이크업,베이스/프라이머
203,헉슬리,프라이밍 에센스 래디언스 레이어,https://dn5hzapyfrpio.cloudfront.net/product/f57/f5726230-ae46-11eb-b4f5-c3fe270efa6b.jpeg?w=456,4.36,210,43000,30ml,프라이머 2위 헉슬리 6위,건조한 피부에 수분을 채워주고 피부 결을 매끄럽게 정돈해주는 프라이밍 에센스  - 에센스와 프라이머의 두가지 기능을 한번에 담은 멀티 베이스 - 선인장 세라마이드 성분으로 24시간 보습 지속 효과 - 민감한 피부에도 순하게 쓸 수 있는 스킨케어 성분,페이스메이크업,베이스/프라이머
204,스틸라,올 어바웃 더 블러 인스턴트 블러링 스틱,https://dn5hzapyfrpio.cloudfront.net/product/932/932ff440-7859-11ee-9ff9-c9fe075a60f2.jpeg?w=456,4.42,89,41000,6g,프라이머 3위 스틸라 5위,부드럽게 녹아들어 모공과 피부 요철을 커버하여 실키하고 매끄러운 피부결을 연출 가능한 프라이머  - 스틱밤 타입의 제형 - 끈적임 없이 산뜻한 제형 - 높은 밀착력으로 메이크업 지속력 강화,페이스메이크업,베이스/프라이머
205,3CE,워터 메이크업 베이스 [SPF50+/PA++++],https://dn5hzapyfrpio.cloudfront.net/product/8ba/8ba99d30-87d7-11ec-aadf-df9d23d7e018.jpeg?w=456,4.33,205,25000,45ml,톤업베이스 2위 3CE 12위,워터 젤 제형이 피부 위에 촉촉하고 부드럽게 펴 발리며 화사한 톤 업 효과와 함께 자외선 차단까지 되는 메이크업 베이스  - 수분을 머금은 워터 젤 제형이 가볍게 흡수되고 수분 피팅되어 메이크업하기 좋은 피부 컨디션으로 케어 - 피부 톤을 정돈해 주며 자연스럽고 화사하게 보정 - 고농도의 수분 에센스가 함유되어 문지르는 즉시 물 터지듯 촉촉한 사용감  * 성분 정보는 핑크 기준으로 등록되었습니다.,페이스메이크업,베이스/프라이머
206,미네랄,아이리스 페이스 프라이머,https://dn5hzapyfrpio.cloudfront.net/product/e68/e6813670-72a9-11ec-8db8-8b042af59215.jpeg?w=456,4.29,90,48000,26ml,프라이머 4위 이든 미네랄 4위,피부를 외부환경으로부터 보호하며 즉각적으로 매끈한 피부를 연출해주는 차콜 프라이머  - 안티박테리아 기능을 하는 차콜 성분이 피부를 외부환경으로부터 보호 - 부드럽고 매끈한 피부 표현 연출 - 여드름 피부도 사용 가능한 모든 피부 타입용,페이스메이크업,베이스/프라이머
207,에뛰드,글로우 온 베이스 하이드라,https://dn5hzapyfrpio.cloudfront.net/product/a89/a89971b0-180b-11ef-80f5-2ba3d87799f5.jpeg?w=456,4.3,166,18000,30ml,메이크업베이스 3위 에뛰드 44위,* 본 제품은 리뉴얼된 제품입니다.  피부를 밝혀주는 수분 글로잉 베이스  - 촉촉한 수분감과 은은한 빛의 내추럴 글로잉 효과 - 광채 오일과 퓨어 워터가 피부 수분 공급 및 윤기 선사 - 메이크업의 밀착력과 지속력 상승 효과,페이스메이크업,베이스/프라이머
208,데이지크,워터 베일 프라이머,https://dn5hzapyfrpio.cloudfront.net/product/93a/93a9b6c0-ab5f-11ee-8959-97c8862a7ac6.jpeg?w=456,4.26,117,28000,40ml,프라이머 5위 데이지크 29위,비건 꽃물 에센스로 수분을 촘촘히 채워 매끄러운 피부결을 세팅해 주는 화잘먹 부스팅 프라이머  - 수분에센스와 프라이머 기능을 한 번에 갖춘 부스터 - 피부 부스팅 효과로 메이크업 전 최적의 피부 컨디션 유지 - 안심하고 사용 가능한 비건 인증 프라이머,페이스메이크업,베이스/프라이머
209,바닐라코,프라임 프라이머 클래식,https://dn5hzapyfrpio.cloudfront.net/product/e2e/e2e655c0-c224-11ec-b467-4733b666916d.jpeg?w=456,4.27,335,22000,30ml,포어프라이머 1위 바닐라코 9위,* 본 제품은 리뉴얼된 제품입니다.  강력한 모공 커버 효과로 한 번에 결 보정해주는 모공 프라이머  - 오랜 시간 무너짐 없이 매끄러운 피부 결 - 뭉침 없이 부드럽게 밀착 - 세범 컨트롤 & 모공 케어,페이스메이크업,베이스/프라이머
210,헤라,에어리 파우더 프라이머,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200906/1599356280101.jpg?w=456,4.23,300,60000,8.5g,프라이머 6위 헤라 14위,깨끗하게 준비된 캔버스 피부 단 한번의 가벼운 터치로 24시간 매끈한 피부 캔버스를 구현하는 혁신 파우더 타입 프라이머  - 어떤 메이크업을 발라도 쫀쫀하게 밀착 - 브러시가 피부 결을 따라 촘촘히 모공과 결을 커버 - 즉각적인 투명한 피부 톤업 효과,페이스메이크업,베이스/프라이머
211,뉴욕,핏미 스킨 틴트,https://dn5hzapyfrpio.cloudfront.net/product/a2e/a2e72ae0-5854-11ee-bd6e-ffd40ccbea88.jpeg?w=456,4.24,86,20000,30ml,톤업베이스 3위 메이블린 뉴욕 2위,매일매일 화사하게 생기착즙! 3 in 1 비타민C 파운데이션  - 비타민 함유로 더욱 화사하고 건강한 피부 연출 - 수분 가득 피그먼트가 물막을 이루어 수분 광채 표현 - 필터쓴 듯 즉각적인 피부 보정 효과   * 성분 정보는 01 페어 핑크 기준으로 등록되었습니다.,페이스메이크업,베이스/프라이머
212,힌스,세컨 스킨 톤업 베이스 [SPF50+/PA++++],https://dn5hzapyfrpio.cloudfront.net/product/dae/dae691d0-e701-11ec-8b31-9765e91624b8.jpeg?w=456,4.25,210,28000,35ml,톤업베이스 4위 힌스 8위,"투명함을 더한 화사함으로 투명 톤업 베이스  - 수분을 가득 머금은 아쿠아 벨벳 폴리머로 건조한 피부에도 들뜸 없이 - 피부 굴곡에 핏팅되는 더블 컨트롤 파우더가 유분까지 컨트롤, 메이크업 밀착력 향상 - 강한 자외선으로부터 피부를 보호하는 고분자 오가닉 UV 필터  * 성분 정보는 라이트 피치 기준으로 등록되었습니다.",페이스메이크업,베이스/프라이머
213,코드글로컬러,픽스온 프라이머,https://dn5hzapyfrpio.cloudfront.net/product/dac/dac1a370-29ef-11ee-8764-8d688a0dc671.jpeg?w=456,4.5,58,20000,30ml,프라이머 7위 코드글로컬러 3위,* 본 제품은 L.픽스 온 프라이머 에서 리뉴얼된 제품입니다.  아침 메이크업 그대로 모공 숨바꼭질 #필터 프라이머  - No 보정 No조명에서도 살아남는 필터 처리한 듯한 피부 표현 - 모공커버와 보습을 위한 성분 업그레이드 - 픽서한 듯 수정없이도 하루 종일 그대로! 24시간 지속,페이스메이크업,베이스/프라이머
214,투쿨포스쿨,아트클래스 블랑 드 베이스,https://dn5hzapyfrpio.cloudfront.net/product/01e/01e13e30-aa7f-11ec-8631-358725e60636.jpeg?w=456,4.36,58,16000,30ml,메이크업베이스 4위 투쿨포스쿨 15위,웜&쿨 맞춤 코렉팅 컬러로 필터 씌운 듯 화사하게 톤 밸런싱 해주는 멀티 베이스  - 톤업+컬러 코렉터+결보정+밀착 부스팅 - 클린 비건 포뮬라  * 성분 정보는 1호 클리어 블루 기준으로 등록되었습니다.,페이스메이크업,베이스/프라이머
215,비디비치,스킨 일루미네이션 [SPF30/PA++],https://dn5hzapyfrpio.cloudfront.net/product/338/3381c720-c576-11ee-9c16-6d3efe594fa4.jpeg?w=456,4.32,62,29000,25ml,톤업베이스 5위 비디비치 4위,* 본 제품은 리뉴얼된 제품입니다.  은은한 핑크빛으로 피부 본연의 아름다움을 밝혀주는 궁극의 광채가 빛나는 피부를 연출하는 톤업 베이스  - 즉각적으로 피부를 밝혀주고 24시간 동안 지속되는 입체 광채 - 섬세하게 설계된 핑크 컬러로 어떤 피부 톤에서나 자연스러운 톤업 - 피부에 부드럽고 촉촉하게 발리고 산뜻하게 마무리되는 텍스처,페이스메이크업,베이스/프라이머
216,에뛰드,글로우 온 베이스 [오일 볼륨],https://dn5hzapyfrpio.cloudfront.net/product/b38/b388ec40-1435-11ec-bfee-8589147854c5.jpeg?w=456,4.17,133,18000,30ml,메이크업베이스 5위 에뛰드 56위,"* 본 제품은 리뉴얼된 제품입니다.  피부를 밝혀주는 오일 볼륨 글로잉 베이스  - 풍부한 오일감과 은은한 빛의 내추럴 글로잉 효과 - 수분공급, 스트로빙, 프라이머가 한 번에 가능한 올인원 베이스 - 은은한 글로우감과 함께 메이크업 밀착력 상승",페이스메이크업,베이스/프라이머
217,나스,래디언스 프라이머 [SPF35/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170406/1491464318509.png?w=456,4.21,180,50000,30ml,프라이머 8위 나스 14위,광채 베이스로 불리는 부스터 프라이머  - 진주 펄이 함유되어 있어 칙칙하고 피곤한 피부를 세련된 진주 빛으로 빛나게 연출 - 캡슐로 보호된 자외선 차단제가 피부에 닿는 즉시 작용하여 피부 보호,페이스메이크업,베이스/프라이머
218,스틸라,올 어바웃 더 블러 블러링 앤 스무딩 프라이머,https://dn5hzapyfrpio.cloudfront.net/product/203/2035d9b0-31d1-11ee-a57a-cb20d0f94314.jpeg?w=456,4.35,57,41000,30ml,프라이머 9위 스틸라 11위,"벨벳같은 부드러운 피부, 부드러운 텍스쳐로 자연스러운 피부 결점 커버!  - 수분 베이스의 가벼운 텍스쳐로 베일은 덮은 것 같은 부드러운 피부결 연출 - 피부에 쿨링감을 선사하며 메이크업 전 편안한 마무리감 - 잔주름 및 모공 커버 및 메이크업 지속력 강화",페이스메이크업,베이스/프라이머
219,라라클라라,바이오 커버 밤,https://dn5hzapyfrpio.cloudfront.net/product/39c/39c14860-f38d-11ed-b045-db87e24cf386.jpeg?w=456,4.45,287,45000,15g,BB쿠션 1위 라라클라라 4위,민감성 피부를 위한 시카 케어 재생 비비 쿠션  - 밀어서 바르면 모공 커버 GOOD! 깐댤걀 피부 연출 (들뜸 없음 /다크닝 없음) - 공기를 원천 차단하는 에어리스 용기로 변질 걱정 NO 트러블 OUT - 바닷속 산호 등 성분을 저온 숙성 및 발효 공법 통해 밀착력 UP 피부에 좋은 유효 성분 UP  원하는 제형과 컬러에 따라 선택하는 3가지 컬러 옵션 [퓨어 베이지 / 라이트 베이지 / 내추럴 베이지]  * 성분 정보는 내추럴 베이지 기준으로 등록되었습니다.,페이스메이크업,BB크림
220,레노덤,데이롱 BB크림 [SPF37/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200730/1596087765058.PNG?w=456,4.6,67,42000,15g,BB쿠션 2위 레노덤 1위,"긴 시간 지속되는 진정, 보호 비비쿠션  - 우수한 커버력 - 자연스러운 물광 커버 - 장시간 지속",페이스메이크업,BB크림
221,글로우,브리더블 비비크림,https://dn5hzapyfrpio.cloudfront.net/product/96c/96ca8e30-9e0b-11ee-9641-eb0bc14b7ae7.jpeg?w=456,4.51,63,30000,30ml,BB크림 1위 글로우 2위,"마치 수분크림 같은 가벼움, 하루종일 숨쉬듯 편안한 광채 피부  - 정제수 대신 녹차수 40% 함유 - 수분크림같은 발림성! 은은하게 빛나는 고급스러운 광택감  * 성분 정보는 원 기준으로 등록되었습니다.",페이스메이크업,BB크림
222,에르보리앙,BB 크림 [SPF20],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200723/1595488546394.png?w=456,4.26,155,40000,45ml,BB크림 2위 에르보리앙 2위,"피부 톤 보정, 잡티 커버, 피부결 개선, 보습, 자외선 차단까지 다섯 가지 효과를 선사하는 BB 크림으로 결점 없이 자연스러운 피부를 연출  - 가벼운 텍스처가 피부에 잘 밀착되어 피부 본연의 자연스러운 피부톤에 맞추어 보정해 주며, 잡티를 자연스럽게 커버 - 피부결을 매끄럽고 고르게 해주고 피부에 수분을 공급해 탱탱하고 생기 있는 피부로  * 성분 정보는 누드 기준으로 등록되었습니다.",페이스메이크업,BB크림
223,피몽쉐,아쿠아 블레미쉬 커버 밤,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200830/1598751024140.png?w=456,4.26,430,65000,50ml,BB크림 3위 피몽쉐 1위,* 본 제품은 리뉴얼된 제품입니다.  자연스러운 피부 톤을 찾아서 착톤비비  - 문지를수록 자연스러운 피부 톤 형성 - 예민하고 붉은 피부의 안전한 보호막 - 본연의 기능에 충실한 에스테틱 비비,페이스메이크업,BB크림
224,바이애콤,EGF 비비크림 [SPF40/PA++],https://dn5hzapyfrpio.cloudfront.net/product/4c8/4c8fe710-b667-11ee-b722-25876f380a2f.jpeg?w=456,4.06,109,29000,15g,BB쿠션 3위 바이애콤 5위,피부가 숨쉬는 스킨 핏 커버로 타고난 피부 결을 살려 빛나는 결광 피부를 선사하는 비비크림  - 내추럴 결광을 살리는 스킨 핏 텍스처 - 잿빛없이 맑고 화사한 컬러 - 건강한 성분 안심 비비,페이스메이크업,BB크림
225,미샤,M 초보양 비비 크림 [SPF30/PA++],https://dn5hzapyfrpio.cloudfront.net/product/729/729b6db0-e9c5-11eb-9aca-e51886c0668a.jpeg?w=456,4.04,323,28000,50ml,BB크림 4위 미샤 62위,* 본 제품은 초보양 비비 크림에서 리뉴얼된 제품입니다.  시간이 지나도 타고난 듯 건강한 피부로 표현해주는 비비크림  - 쫀득한 탄력 텍스처로 부드럽게 밀착 커버 - 48시간 편안하게 밀착  * 성분 정보는 17호 밝은 베이지 기준으로 등록되었습니다.,페이스메이크업,BB크림
226,토니모리,결 고운 비비크림 [SPF46/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200901/1598921322096.png?w=456,4.09,175,28000,50g,BB크림 5위 토니모리 28위,"30, 40대 여성의 피부 고민을 해결해주는 촉촉한 윤광을 선사하는 고보습 한방 BB  * 성분 정보는 1호 화사한 빛 기준으로 등록되었습니다.",페이스메이크업,BB크림
227,한율,커버 비비크림 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200728/1595928882058.png?w=456,4.13,62,30000,40ml,BB크림 6위 한율 20위,"피부를 쫀쫀하게 잡아주면서도 화사하게 표현해주고,피부의 잡티를 완벽하게 커버해주는 커버 비비크림  - 기존 비비보다 강력해진 커버력 - 격이 다른 보습력, 쫀쫀해진 사용감  * 성분 정보는 21호 화사한 핑크 기준으로 등록되었습니다.",페이스메이크업,BB크림
228,셀퓨전씨,스킨 블레미쉬 밤 인텐시브,https://dn5hzapyfrpio.cloudfront.net/product/cfa/cfaecee0-70ba-11eb-9c21-51d9fd4c3b2d.jpeg?w=456,4.01,136,32000,40ml,BB크림 7위 셀퓨전씨 18위,"손상 피부를 위한 진정 커버 오리지널 비비크림  - 펩타이드, 5중 세라마이드 등을 포함한 포뮬러가 자극 받아 손상된 피부를 진정 케어 - 다공성 구상파우더가 피부 사이사이 초밀착되어 자연스럽게 피부 결점 커버 - 민감한 피부도 안심하고 사용 가능한 클린 성분의 착한 비비",페이스메이크업,BB크림
229,미샤,M 퍼펙트 블랑 비비 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200829/1598664210076.jpg?w=456,3.93,549,20000,40ml,BB크림 8위 미샤 70위,"피부 본연의 맑은 빛을 끌어올려 칙칙한 피부를 밝혀주는 브라이트닝 비비크림  - 결점 없이 깨끗하게 트리플 톤업 커버 (붉은기, 노란기, 검은기) - 24시간 다크닝 없이 예쁜 결 맑은 커버  * 성분 정보는 톤업 19호 로지 기준으로 등록되었습니다.",페이스메이크업,BB크림
230,미바,이온칼슘 미네랄 비비크림 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200902/1599009410707.png?w=456,3.9,299,30000,50ml,BB크림 9위 미바 1위,"무너짐과 수정화장이 필요 없는 비비크림  - 자외선 차단, 미백, 주름 개선까지 피부 고민 케어를 접목시킨 3중 기능성 - 오후가 되어도 끄떡없는 고정력, 칙칙한 다크닝 걱정 NO - 피부 표면의 모공과 미세주름까지 깔끔하게 커버해 도자기처럼 매끈한 피부 연출",페이스메이크업,BB크림
231,디어클레어스,일루미네이팅 서플 블레미쉬 크림 [SPF40/PA++],https://dn5hzapyfrpio.cloudfront.net/product/974/97429170-c205-11ec-a1b3-d7316384d72c.jpeg?w=456,3.81,1433,18900,40ml,BB크림 10위 디어클레어스 18위,민감성 피부를 위한 저자극 포뮬러와 투명감을 살리는 클레어스만의 컬러가 만들어 낸 진짜 자연스러움  - 다크닝 없이 맑고 자연스러운 피부 - 모공과 붉은기를 집중적으로 커버 - 건조한 피부도 들뜸없이 촉촉하게,페이스메이크업,BB크림
232,비알워터풀,비비크림,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200724/1595573694201.jpg?w=456,4.37,38,49000,40g,BB크림 11위 비알워터풀 1위,"장시간 수분 유지로 내츄럴한 피부톤 연출  - 트러블 없는 피부를 위해 방부제/화학 향료를 넣지 않은 비비크림 - 특허성분 그리놀 사용, 아로마 천연 보존제 사용 - 미국 식품의약국(FDA)인증  * 성분 정보는 브라이트(21호) 기준으로 등록 되었습니다.",페이스메이크업,BB크림
233,셀퓨전씨,스킨 블레미쉬 밤,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171109/1510224605695.png?w=456,3.84,210,66000,50ml,BB크림 12위 셀퓨전씨 21위,피부에 자연스러움을 더하다! 민감 피부 커버 스킨 블레미쉬 밤  - 피부 본연의 색상을 표현 해 주어 자연스러운 톤 보정에 효과적 - 피지 분비 조절을 통해 번들거림 없는 마무리감 - 자극 받은 피부 완화 케어,페이스메이크업,BB크림
234,시드물,메가 펩타이드 에코 하이드로 수딩 비비크림,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200723/1595481041052.jpg?w=456,3.89,75,28400,50ml,BB크림 13위 시드물 82위,"피부가 원하는 진정한 비비크림  - 미백, 주름개선 2중 기능성의 멀티 케어 비비 - 메가 펩타이드와 스네일 성분 적용 - 부드러운 발림성 및 지속력  * 성분 정보는 21호 기준으로 등록되었습니다.",페이스메이크업,BB크림
235,미샤,M 퍼펙트 커버 비비크림 RX [SPF42/PA+++],https://dn5hzapyfrpio.cloudfront.net/var/app/current/common/upload/20200312/1583989322962.jpg?w=456,3.77,239,18000,50ml,BB크림 14위 미샤 92위,강력한 스킨 컨디셔닝 효과와 우수한 커버력으로 바를수록 화사하고 탄탄한 피부를 완성해주는 비비크림  * 성분 정보는 17호 밝은 베이지 기준으로 등록되었습니다.,페이스메이크업,BB크림
236,알렉스코스메틱,로얄 비비크림,https://dn5hzapyfrpio.cloudfront.net/product/b27/b274bee0-d385-11ed-b3b8-177fe1e08026.jpeg?w=456,3.95,65,52680,50ml,BB크림 15위 알렉스코스메틱 1위,"예민해진 피부는 진정케어! 피부 문제점은 밀착 커버해주는 BB크림  - 고급스러운 광과 자연스러운 커버 - 보습, 진정, 탄력 트리플 피부케어 - 트리플 톤업 커버 효과",페이스메이크업,BB크림
237,히스토랩,선 샤인 블레미쉬 밤 [SPF35/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200722/1595410160762.PNG?w=456,3.98,48,가격미정,50g,BB크림 16위 히스토랩 5위,* 본 제품은 리뉴얼된 제품입니다.  붉고 예민한 피부를 자외선으로부터 보호해주면서 화사함과 촉촉함을 동시에 느낄 수 있는 기능성 비비크림  - 화사하고 부드러운 사용감으로 다크닝없이 맑고 촉촉한 피부 연출 - UVA와 UVB의 2중 차단 시스템으로 예민해진 피부 보호 - 자극이 적은 포뮬러로 민감한 피부에도 안심하고 사용,페이스메이크업,BB크림
238,로더,더블웨어 쿠션 비비 올 데이 웨어 리퀴드 컴팩트 [SPF50/PA++++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200422/1587543085602.jpg?w=456,3.73,953,69000,12g,BB쿠션 4위 에스티 로더 30위,더블웨어 파운데이션의 놀라운 커버력과 지속력을 담은 쿠션   - 수정화장이 필요 없는 8시간 지속력 - 완벽 밀착되어 자연스럽고 촉촉하게 빛나는 피부 연출 - 피부 밝기와 톤에 따라 꼭 맞게 선택하는 8가지 쉐이드,페이스메이크업,BB크림
239,에르보리앙,CC 레드 코렉트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200723/1595490053340.png?w=456,4.27,124,20000,15ml,CC크림 1위 에르보리앙 1위,캡슐화된 그린 피그먼트가 붉은 기와 피부 결점을 커버해주는 그린 코렉터 CC 크림  - 부드러운 그린 텍스처가 얼굴에 바르는 즉시 녹아들어 홍조와 피부 결점을 커버 - 본연의 피부 색에 맞춰 피부톤을 보정해주며 자연스러운 컬러 코렉팅 효과 선사 - 센텔라아시아티카 함유로 숨은 피부 광채를 깨워주고 피부 속 수분을 보호,페이스메이크업,CC크림
240,에스케이투,애트모스피어 CC 크림 [SPF50/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170821/1503284862857.png?w=456,4.04,46,87000,30g,CC크림 2위 에스케이투 2위,CC크림의 완벽한 진화 극광 CC 크림  - SK2 에센스의 화이트닝 성분이 함유되어 스킨케어와 메이크업을 동시에 - 에센스 성분과 진주빛 입자가 완성시키는 극광 피부 - 하루종일 빈틈없는 자외선 차단,페이스메이크업,CC크림
241,숨37˚,워터 풀 씨씨쿠션 퍼펙트 피니쉬 [SPF50+/PA+++],https://dn5hzapyfrpio.cloudfront.net/product/2c9/2c97f580-88f7-11ee-94d9-271c3a17bcd1.jpeg?w=456,3.8,219,50000,15g*2,CC쿠션 1위 숨37˚ 12위,"피부결점을 빈틈없이 커버하며 빛나는 수분감을 선사하는 퍼펙트 쿠션  - 수분 촉촉 수분 메이크업 - 블루밍 파우더로 커버 메이크업 - 번들거림, 끈적임 없이 보송한 마무리감",페이스메이크업,CC크림
242,샤넬,CC 크림 [SPF50/PA+++],https://dn5hzapyfrpio.cloudfront.net/product/ba5/ba5942e0-48e7-11ec-ada6-a9641788be83.jpeg?w=456,3.67,235,82000,30ml,CC크림 3위 샤넬 93위,"보다 아름다운 피부 표현을 위한 새로운 포뮬라로 재탄생한 CC크림  - 고른 피부결과 피부 보습, 피부 보정, 피부 보호의 기능과 더불어 피부 광채 선사 - 신선한 플루이드 질감이 피부에 섬세하게 밀착되어 자연스럽고 빛나는 마무리감",페이스메이크업,CC크림
243,홀리카홀리카,페이스 2 체인지 씨씨크림 [SPF32/PA++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200723/1595483717570.jpg?w=456,3.79,24,16000,50ml,CC크림 4위 홀리카홀리카 159위,다양한 스킨케어 성분이 피부에 영양을 공급하고 마이크로 컬러 캡슐이 피부톤에 맞춰 자연스럽게 보정해주는 CC크림,페이스메이크업,CC크림
244,잇코스메틱스,유어 스킨 벗 배럴 CC크림 [SPF50+],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200806/1596682750342.png?w=456,3.81,21,가격미정,32ml,CC크림 5위 잇코스메틱스 2위,넓은 스펙트럼의 물리적 썬 스크린을 통해 완벽하고 완벽한 완벽한 커버리지를 제공하고 피부를 보호,페이스메이크업,CC크림
245,시크릿키,텔링유 CC크림 [SPF50/PA+++],https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200721/1595316909274.jpg?w=456,3.6,35,20000,30ml,CC크림 6위 시크릿키 13위,지복합성 피부를 위한 끈적임 없는 보송한 CC크림  - 다공성 파우더가 유분기를 잡아 피지 유분 컨트롤 - 들뜸 없이 매끈한 피부결 관리 - 바를수록 원하는 커버력,페이스메이크업,CC크림
246,힐루시,컴플리트 에센셜 씨씨크림 [SPF50+/PA++++],https://dn5hzapyfrpio.cloudfront.net/product/436/436d2d30-451d-11ed-a595-5f3d247528b4.jpeg?w=456,4.8,5,30000,35ml,CC크림 7위 힐루시 3위,"자연스러운 톤업과 자외선 차단은 물론, 주름개선과 미백 기능까지 있는 멀티 CC크림",페이스메이크업,CC크림
247,바닐라코,잇 래디언트 비건 CC 크림 [SPF17/PA+],https://dn5hzapyfrpio.cloudfront.net/product/c9a/c9a1cc20-5680-11ed-abdd-8f9dbf3f7cd2.jpeg?w=456,3.64,22,25000,30ml,CC크림 8위 바닐라코 55위,* 본 제품은 잇 래디언트 CC 크림에서 리뉴얼된 제품입니다.  더욱 강력해진 수분 톤업 지속력  - 수분감 터지는 촉촉한 발림성 - 비건 인증을 획득한 저자극 비건 씨씨크림 - 베이스 메이크업 전 얼룩덜룩한 피부 톤을 균일하게!,페이스메이크업,CC크림
